Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
20,2019,,Tyler Rogers,28,2,0,1.0,1.02,17,0,4,0,0,0,17.2,12,3,2,0,3,0,16,1,0,1,70,418,2.08,0.849,6.1,0.0,1.5,8.2,5.33,Right,No
21,2019,,Conner Menez,24,0,1,0.0,5.29,8,3,2,0,0,0,17.0,13,10,10,4,12,0,22,0,0,2,73,81,5.8,1.471,6.9,2.1,6.4,11.6,1.83,Left,No
22,2019,,Johnny Cueto,33,1,2,0.333,5.06,4,4,0,0,0,0,16.0,11,9,9,3,9,0,13,0,0,1,67,84,5.71,1.25,6.2,1.7,5.1,7.3,1.44,Right,No
23,2019,,Fernando Abad,33,0,2,0.0,4.15,21,0,1,0,0,0,13.0,9,6,6,2,3,0,9,0,0,1,49,103,4.52,0.923,6.2,1.4,2.1,6.2,3.0,Left,No
24,2019,,Sam Selman,28,0,0,0.0,4.35,10,0,3,0,0,0,10.1,6,5,5,2,6,0,10,2,0,0,44,99,6.12,1.161,5.2,1.7,5.2,8.7,1.67,Left,No
25,2019,,Burch Smith,29,0,0,0.0,2.08,10,0,2,0,0,0,8.2,10,3,2,0,4,0,6,0,0,0,41,210,3.21,1.615,10.4,0.0,4.2,6.2,1.5,Right,No
26,2019,,Kyle Barraclough,29,0,0,0.0,2.25,10,0,3,0,0,0,8.0,5,3,2,1,9,0,10,0,0,1,40,194,5.71,1.75,5.6,1.1,10.1,11.3,1.11,Right,No
27,2019,,Williams Jerez,27,1,0,1.0,2.7,6,0,3,0,0,0,6.2,7,2,2,1,6,0,4,0,0,2,29,163,6.66,1.95,9.5,1.4,8.1,5.4,0.67,Left,No
28,2019,,Ty Blach,28,0,0,0.0,14.21,2,0,1,0,0,0,6.1,14,10,10,2,4,0,3,0,0,0,36,31,8.27,2.842,19.9,2.8,5.7,4.3,0.75,Left,No
29,2019,,Wandy Peralta,27,0,0,0.0,3.18,8,0,0,0,0,0,5.2,4,2,2,1,1,0,5,0,0,0,21,140,4.27,0.882,6.4,1.6,1.6,7.9,5.0,Left,No
30,2019,,Enderson Franco,26,0,0,0.0,3.38,5,0,2,0,0,0,5.1,4,2,2,1,1,0,4,0,0,0,20,132,4.71,0.938,6.8,1.7,1.7,6.8,4.0,Right,No
31,2019,,Pat Venditte,34,0,0,0.0,16.2,2,0,0,0,0,0,3.1,4,6,6,1,2,0,2,3,0,0,19,29,10.41,1.8,10.8,2.7,5.4,5.4,1.0,Right,Yes
32,2019,,Ray Black,29,0,0,0.0,4.5,2,0,1,0,0,0,2.0,4,1,1,1,1,0,5,0,0,0,11,110,6.21,2.5,18.0,4.5,4.5,22.5,5.0,Right,No
33,2019,,Pablo Sandoval,32,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,3,0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
34,2019,,Aaron Altherr,28,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
35,2019,,Gerardo Parra,32,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left,No
1,2018,SP,Derek Holland,31,7,9,0.438,3.57,36,30,1,0,0,0,171.1,154,74,68,19,67,6,169,4,1,2,727,106,3.87,1.29,8.1,1.0,3.5,8.9,2.52,Left,No
2,2018,SP,Andrew Suárez,25,7,13,0.35,4.49,29,29,0,0,0,0,160.1,163,85,80,23,45,1,130,3,0,4,665,85,4.3,1.297,9.1,1.3,2.5,7.3,2.89,Left,No
3,2018,SP,Chris Stratton,27,10,10,0.5,5.09,28,26,1,1,1,0,145.0,153,87,82,19,54,1,112,2,0,6,625,75,4.48,1.428,9.5,1.2,3.4,7.0,2.07,Right,No
4,2018,SP,Madison Bumgarner,28,6,7,0.462,3.26,21,21,0,0,0,0,129.2,118,51,47,14,43,3,109,5,1,3,551,116,3.99,1.242,8.2,1.0,3.0,7.6,2.53,Left,No
5,2018,SP,Dereck Rodríguez,26,6,4,0.6,2.81,21,19,1,0,0,0,118.1,98,43,37,9,36,2,89,7,0,1,487,135,3.73,1.132,7.5,0.7,2.7,6.8,2.47,Right,No
6,2018,CL,Will Smith,28,2,3,0.4,2.55,54,0,27,0,0,14,53.0,37,18,15,3,15,4,71,0,0,2,210,150,2.07,0.981,6.3,0.5,2.5,12.1,4.73,Left,No
7,2018,RP,Sam Dyson,30,4,3,0.571,2.69,74,0,16,0,0,3,70.1,56,23,21,5,20,1,56,3,0,2,273,142,3.47,1.081,7.2,0.6,2.6,7.2,2.8,Right,No
8,2018,RP,Tony Watson,33,4,6,0.4,2.59,72,0,10,0,0,0,66.0,54,19,19,4,14,3,72,1,0,0,261,147,2.45,1.03,7.4,0.5,1.9,9.8,5.14,Left,No
9,2018,RP,Reyes Moronta,25,5,2,0.714,2.49,69,0,9,0,0,1,65.0,34,20,18,4,37,4,79,0,0,5,262,153,3.24,1.092,4.7,0.6,5.1,10.9,2.14,Right,No
10,2018,RP,Hunter Strickland,29,3,5,0.375,3.97,49,0,35,0,0,14,45.1,43,25,20,5,21,2,37,1,0,4,201,96,4.42,1.412,8.5,1.0,4.2,7.3,1.76,Right,No
11,2018,,Ty Blach,27,6,7,0.462,4.25,47,13,13,0,0,0,118.2,133,62,56,8,41,4,75,1,1,1,512,89,3.83,1.466,10.1,0.6,3.1,5.7,1.83,Left,No
12,2018,,Johnny Cueto,32,3,2,0.6,3.23,9,9,0,0,0,0,53.0,46,19,19,8,13,0,38,5,0,2,214,118,4.71,1.113,7.8,1.4,2.2,6.5,2.92,Right,No
13,2018,,Jeff Samardzija,33,1,5,0.167,6.25,10,10,0,0,0,0,44.2,47,32,31,6,26,1,30,2,0,2,207,61,5.44,1.634,9.5,1.2,5.2,6.0,1.15,Right,No
14,2018,,Pierce Johnson,27,3,2,0.6,5.56,37,0,7,0,0,0,43.2,38,27,27,5,22,1,36,0,0,1,186,69,4.51,1.374,7.8,1.0,4.5,7.4,1.64,Right,No
15,2018,,Mark Melancon,33,1,4,0.2,3.23,41,0,8,0,0,3,39.0,48,18,14,2,14,2,31,1,0,4,174,118,3.39,1.59,11.1,0.5,3.2,7.2,2.21,Right,No
16,2018,,Cory Gearrin,32,1,1,0.5,4.2,35,0,8,0,0,1,30.0,33,14,14,5,13,1,31,3,0,0,137,91,4.86,1.533,9.9,1.5,3.9,9.3,2.38,Right,No
17,2018,,Casey Kelly,28,0,3,0.0,3.04,7,3,4,0,0,0,23.2,28,10,8,3,5,1,16,1,1,0,104,127,4.22,1.394,10.6,1.1,1.9,6.1,3.2,Right,No
18,2018,,Ray Black,28,2,2,0.5,6.17,26,0,4,0,0,0,23.1,17,16,16,4,10,0,33,1,0,1,95,62,3.97,1.157,6.6,1.5,3.9,12.7,3.3,Right,No
19,2018,,Derek Law,27,1,0,1.0,7.43,7,0,4,0,0,0,13.1,16,13,11,2,8,0,12,1,0,1,66,53,5.34,1.8,10.8,1.4,5.4,8.1,1.5,Right,No
20,2018,,Josh Osich,29,0,0,0.0,8.25,12,0,2,0,0,0,12.0,20,11,11,2,7,0,10,2,0,3,61,47,5.91,2.25,15.0,1.5,5.3,7.5,1.43,Left,No
21,2018,,Roberto Gómez,28,1,0,1.0,7.71,5,0,2,0,0,0,9.1,20,11,8,0,1,0,8,1,0,0,49,51,2.09,2.25,19.3,0.0,1.0,7.7,8.0,Right,No
22,2018,,Tyler Beede,25,0,1,0.0,8.22,2,2,0,0,0,0,7.2,9,7,7,0,8,0,9,1,0,0,40,49,4.33,2.217,10.6,0.0,9.4,10.6,1.13,Right,No
23,2018,,Steven Okert,26,0,0,0.0,1.23,10,0,4,0,0,0,7.1,4,1,1,1,0,0,8,0,0,0,27,326,2.75,0.545,4.9,1.2,0.0,9.8,0.0,Left,No
24,2018,,José Váldez,28,0,0,0.0,12.6,4,0,3,0,0,0,5.0,8,7,7,3,1,0,4,0,0,0,24,33,9.96,1.8,14.4,5.4,1.8,7.2,4.0,Right,No
25,2018,,D.J. Snelten,26,0,0,0.0,10.38,4,0,0,0,0,0,4.1,9,6,5,2,3,0,4,0,0,0,26,40,9.39,2.769,18.7,4.2,6.2,8.3,1.33,Left,No
26,2018,,Chase d'Arnaud,31,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,0,3.16,1.0,9.0,0.0,0.0,0.0,0.0,Right,No
27,2018,,Pablo Sandoval,31,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2017,SP,Jeff Samardzija,32,9,15,0.375,4.42,32,32,0,1,1,0,207.2,204,107,102,30,32,1,205,6,0,2,847,96,3.61,1.136,8.8,1.3,1.4,8.9,6.41,Right,No
2,2017,SP,Matt Moore,28,6,15,0.286,5.52,32,31,1,0,0,0,174.1,200,116,107,27,67,3,148,7,0,10,790,77,4.75,1.532,10.3,1.4,3.5,7.6,2.21,Left,No
3,2017,SP,Ty Blach,26,8,12,0.4,4.78,34,24,3,1,1,0,163.2,179,91,87,17,43,2,73,1,0,3,692,89,4.42,1.356,9.8,0.9,2.4,4.0,1.7,Left,No
4,2017,SP,Johnny Cueto,31,8,8,0.5,4.52,25,25,0,0,0,0,147.1,160,77,74,22,53,2,136,8,1,4,648,94,4.5,1.446,9.8,1.3,3.2,8.3,2.57,Right,No
5,2017,SP,Matt Cain,32,3,11,0.214,5.43,27,23,1,0,0,0,124.1,157,85,75,18,49,6,75,2,0,3,568,79,5.06,1.657,11.4,1.3,3.5,5.4,1.53,Right,No
6,2017,SP,Madison Bumgarner,27,4,9,0.308,3.32,17,17,0,1,0,0,111.0,101,41,41,17,20,3,101,3,0,0,450,128,3.95,1.09,8.2,1.4,1.6,8.2,5.05,Left,No
7,2017,CL,Sam Dyson,29,3,4,0.429,4.03,38,0,26,0,0,14,38.0,36,18,17,2,18,4,27,3,1,1,169,107,4.08,1.421,8.5,0.5,4.3,6.4,1.5,Right,No
8,2017,RP,Cory Gearrin,31,4,3,0.571,1.99,68,0,21,0,0,0,68.0,50,16,15,4,35,4,64,7,0,3,285,215,3.89,1.25,6.6,0.5,4.6,8.5,1.83,Right,No
9,2017,RP,Hunter Strickland,28,4,3,0.571,2.64,68,0,17,0,0,1,61.1,59,20,18,4,29,4,58,2,1,3,268,162,3.63,1.435,8.7,0.6,4.3,8.5,2.0,Right,No
10,2017,RP,George Kontos,32,0,5,0.0,3.83,50,0,12,0,0,0,51.2,52,24,22,8,17,2,55,0,0,2,223,112,4.03,1.335,9.1,1.4,3.0,9.6,3.24,Right,No
11,2017,RP,Josh Osich,28,3,2,0.6,6.23,54,0,12,0,0,0,43.1,48,32,30,7,27,1,43,1,0,5,201,69,5.21,1.731,10.0,1.5,5.6,8.9,1.59,Left,No
12,2017,,Chris Stratton,26,4,4,0.5,3.68,13,10,1,0,0,1,58.2,59,25,24,5,28,0,51,1,0,2,256,116,4.01,1.483,9.1,0.8,4.3,7.8,1.82,Right,No
13,2017,,Derek Law,26,4,1,0.8,5.06,41,0,12,0,0,4,37.1,45,21,21,5,14,2,35,2,0,5,168,85,4.31,1.58,10.8,1.2,3.4,8.4,2.5,Right,No
14,2017,,Kyle Crick,24,0,0,0.0,3.06,30,0,14,0,0,0,32.1,22,13,11,2,17,1,28,1,0,6,134,140,3.9,1.206,6.1,0.6,4.7,7.8,1.65,Right,No
15,2017,,Albert Suárez,27,0,3,0.0,5.12,18,0,8,0,0,1,31.2,28,18,18,4,11,2,34,1,0,1,135,84,3.79,1.232,8.0,1.1,3.1,9.7,3.09,Right,No
16,2017,,Mark Melancon,32,1,2,0.333,4.5,32,0,18,0,0,11,30.0,37,16,15,3,6,0,29,1,0,2,130,96,3.22,1.433,11.1,0.9,1.8,8.7,4.83,Right,No
17,2017,,Steven Okert,25,1,1,0.5,5.67,44,0,3,0,0,0,27.0,24,18,17,3,11,2,22,3,0,0,118,76,4.53,1.296,8.0,1.0,3.7,7.3,2.0,Left,No
18,2017,,Bryan Morris,30,2,0,1.0,6.43,20,0,4,0,0,0,21.0,24,16,15,1,11,2,15,0,0,1,94,67,3.92,1.667,10.3,0.4,4.7,6.4,1.36,Right,No
19,2017,,Neil Ramírez,28,0,0,0.0,8.71,9,0,2,0,0,0,10.1,15,15,10,2,4,0,18,1,0,2,53,51,3.64,1.839,13.1,1.7,3.5,15.7,4.5,Right,No
20,2017,,Reyes Moronta,24,0,0,0.0,2.7,7,0,1,0,0,0,6.2,6,2,2,1,3,1,11,0,0,0,29,166,3.16,1.35,8.1,1.4,4.1,14.9,3.67,Right,No
21,2017,,Roberto Gómez,27,0,0,0.0,8.44,4,0,2,0,0,0,5.1,9,5,5,0,1,0,6,0,0,0,26,54,1.47,1.875,15.2,0.0,1.7,10.1,6.0,Right,No
22,2017,,Dan Slania,25,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2016,SP,Madison Bumgarner,26,15,9,0.625,2.74,34,34,0,4,1,0,226.2,179,79,69,26,54,0,251,8,1,4,912,146,3.24,1.028,7.1,1.0,2.1,10.0,4.65,Left,No
2,2016,SP,Johnny Cueto,30,18,5,0.783,2.79,32,32,0,5,2,0,219.2,195,71,68,15,45,1,198,8,1,3,881,144,2.95,1.093,8.0,0.6,1.8,8.1,4.4,Right,No
3,2016,SP,Jeff Samardzija,31,12,11,0.522,3.81,32,32,0,1,0,0,203.1,190,88,86,24,54,4,167,1,0,2,829,105,3.85,1.2,8.4,1.1,2.4,7.4,3.09,Right,No
4,2016,SP,Jake Peavy,35,5,9,0.357,5.54,31,21,3,0,0,0,118.2,134,76,73,18,36,1,102,2,1,4,520,73,4.36,1.433,10.2,1.4,2.7,7.7,2.83,Right,No
5,2016,SP,Matt Cain,31,4,8,0.333,5.64,21,17,2,0,0,0,89.1,103,58,56,16,32,1,72,6,0,5,397,71,5.14,1.511,10.4,1.6,3.2,7.3,2.25,Right,No
6,2016,SP,Albert Suárez,26,3,5,0.375,4.29,22,12,2,0,0,0,84.0,84,42,40,11,26,5,54,4,0,1,355,94,4.63,1.31,9.0,1.2,2.8,5.8,2.08,Right,No
7,2016,CL,Santiago Casilla,35,2,5,0.286,3.57,62,0,44,0,0,31,58.0,50,23,23,8,19,2,65,5,2,4,241,113,3.94,1.19,7.8,1.2,2.9,10.1,3.42,Right,No
8,2016,RP,Hunter Strickland,27,3,3,0.5,3.1,72,0,14,0,0,3,61.0,50,21,21,4,19,3,57,2,0,3,250,130,3.16,1.131,7.4,0.6,2.8,8.4,3.0,Right,No
9,2016,RP,Derek Law,25,4,2,0.667,2.13,61,0,12,0,0,1,55.0,44,13,13,3,9,0,50,0,0,1,214,190,2.53,0.964,7.2,0.5,1.5,8.2,5.56,Right,No
10,2016,RP,Josh Osich,27,1,3,0.25,4.71,59,0,9,0,0,0,36.1,31,20,19,7,19,1,25,3,0,2,160,86,6.09,1.376,7.7,1.7,4.7,6.2,1.32,Left,No
11,2016,RP,Javier López,38,1,3,0.25,4.05,68,0,6,0,0,1,26.2,24,13,12,3,15,0,15,2,0,0,118,100,5.4,1.463,8.1,1.0,5.1,5.1,1.0,Left,No
12,2016,,Matt Moore,27,6,5,0.545,4.08,12,12,0,0,0,0,68.1,59,31,31,5,32,1,69,1,0,3,289,99,3.53,1.332,7.8,0.7,4.2,9.1,2.16,Left,No
13,2016,,George Kontos,31,3,2,0.6,2.53,57,0,17,0,0,0,53.1,42,19,15,3,20,3,35,2,0,1,216,159,3.8,1.163,7.1,0.5,3.4,5.9,1.75,Right,No
14,2016,,Cory Gearrin,30,3,2,0.6,4.28,56,0,10,0,0,3,48.1,42,24,23,4,14,2,45,1,0,1,197,94,3.29,1.159,7.8,0.7,2.6,8.4,3.21,Right,No
15,2016,,Sergio Romo,33,1,0,1.0,2.64,40,0,13,0,0,4,30.2,26,9,9,5,7,1,33,0,0,1,117,154,3.8,1.076,7.6,1.5,2.1,9.7,4.71,Right,No
16,2016,,Will Smith,26,1,1,0.5,2.95,26,0,1,0,0,0,18.1,13,6,6,0,9,0,26,0,0,0,75,139,1.78,1.2,6.4,0.0,4.4,12.8,2.89,Left,No
17,2016,,Ty Blach,25,1,0,1.0,1.06,4,2,2,0,0,0,17.0,8,2,2,1,5,0,10,0,1,0,62,387,3.62,0.765,4.2,0.5,2.6,5.3,2.0,Left,No
18,2016,,Steven Okert,24,0,0,0.0,3.21,16,0,3,0,0,0,14.0,14,5,5,2,4,1,14,0,0,0,58,128,3.86,1.286,9.0,1.3,2.6,9.0,3.5,Left,No
19,2016,,Chris Stratton,25,1,0,1.0,3.6,7,0,7,0,0,0,10.0,11,4,4,1,5,0,6,0,0,0,43,116,4.75,1.6,9.9,0.9,4.5,5.4,1.2,Right,No
20,2016,,Matt Reynolds,31,0,1,0.0,7.5,8,0,4,0,0,0,6.0,7,5,5,0,5,2,3,0,0,1,30,57,4.65,2.0,10.5,0.0,7.5,4.5,0.6,Left,No
21,2016,,Mike Broadway,29,0,0,0.0,11.81,4,0,2,0,0,0,5.1,9,7,7,2,1,0,4,0,0,0,25,36,7.08,1.875,15.2,3.4,1.7,6.8,4.0,Right,No
22,2016,,Chris Heston,28,1,1,0.5,10.8,4,0,0,0,0,0,5.0,9,6,6,0,6,2,3,0,0,3,29,40,5.55,3.0,16.2,0.0,10.8,5.4,0.5,Right,No
23,2016,,Joe Nathan,41,1,0,1.0,0.0,7,0,1,0,0,0,4.1,3,0,0,0,2,0,5,0,0,1,18,0,2.22,1.154,6.2,0.0,4.2,10.4,2.5,Right,No
24,2016,,Vin Mazzaro,29,1,0,1.0,54.0,2,0,0,0,0,0,1.0,7,9,6,0,1,0,0,1,0,0,13,10,9.15,8.0,63.0,0.0,9.0,0.0,0.0,Right,No
25,2016,,Rubén Tejada,26,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2015,SP,Madison Bumgarner,25,18,9,0.667,2.93,32,32,0,4,2,0,218.1,181,73,71,21,39,2,234,7,0,1,869,131,2.87,1.008,7.5,0.9,1.6,9.6,6.0,Left,No
2,2015,SP,Chris Heston,27,12,11,0.522,3.95,31,31,0,2,1,0,177.2,169,82,78,16,64,3,141,13,1,5,746,97,4.02,1.311,8.6,0.8,3.2,7.1,2.2,Right,No
3,2015,SP,Ryan Vogelsong,37,9,11,0.45,4.67,33,22,6,0,0,0,135.0,140,76,70,17,58,2,108,3,0,1,598,82,4.53,1.467,9.3,1.1,3.9,7.2,1.86,Right,No
4,2015,SP,Tim Hudson,39,8,9,0.471,4.44,24,22,0,0,0,0,123.2,134,62,61,13,37,1,64,7,0,4,525,87,4.53,1.383,9.8,0.9,2.7,4.7,1.73,Right,No
5,2015,SP,Jake Peavy,34,8,6,0.571,3.58,19,19,0,0,0,0,110.2,99,45,44,12,25,1,78,2,1,2,448,108,3.87,1.12,8.1,1.0,2.0,6.3,3.12,Right,No
6,2015,SP,Tim Lincecum,31,7,4,0.636,4.13,15,15,0,0,0,0,76.1,75,37,35,7,38,2,60,1,0,5,333,93,4.29,1.48,8.8,0.8,4.5,7.1,1.58,Right,No
7,2015,CL,Santiago Casilla,34,4,2,0.667,2.79,67,0,55,0,0,38,58.0,51,19,18,6,23,2,62,2,0,1,244,138,3.63,1.276,7.9,0.9,3.6,9.6,2.7,Right,No
8,2015,RP,George Kontos,30,4,4,0.5,2.33,73,0,12,0,0,0,73.1,57,20,19,9,12,3,44,0,0,3,284,165,4.02,0.941,7.0,1.1,1.5,5.4,3.67,Right,No
9,2015,RP,Sergio Romo,32,0,5,0.0,2.98,70,0,14,0,0,2,57.1,51,20,19,3,10,2,71,1,0,4,230,129,1.91,1.064,8.0,0.5,1.6,11.1,7.1,Right,No
10,2015,RP,Hunter Strickland,26,3,3,0.5,2.45,55,0,11,0,0,0,51.1,34,14,14,4,10,1,50,2,0,1,191,157,2.9,0.857,6.0,0.7,1.8,8.8,5.0,Right,No
11,2015,RP,Javier López,37,1,0,1.0,1.6,77,0,14,0,0,0,39.1,19,8,7,1,16,3,26,0,0,1,147,242,3.36,0.89,4.3,0.2,3.7,5.9,1.63,Left,No
12,2015,,Yusmeiro Petit,30,1,1,0.5,3.67,42,1,15,0,0,1,76.0,75,32,31,11,15,2,59,1,0,3,316,105,4.09,1.184,8.9,1.3,1.8,7.0,3.93,Right,No
13,2015,,Matt Cain,30,2,4,0.333,5.79,13,11,0,0,0,0,60.2,71,39,39,12,20,0,41,4,0,1,271,67,5.54,1.5,10.5,1.8,3.0,6.1,2.05,Right,No
14,2015,,Mike Leake,27,2,5,0.286,4.07,9,9,0,1,1,0,55.1,51,25,25,8,15,1,29,1,1,3,222,95,4.83,1.193,8.3,1.3,2.4,4.7,1.93,Right,No
15,2015,,Jeremy Affeldt,36,2,2,0.5,5.86,52,0,7,0,0,0,35.1,43,24,23,6,14,2,21,2,0,1,163,66,5.51,1.613,11.0,1.5,3.6,5.3,1.5,Left,No
16,2015,,Jean Machi,33,1,0,1.0,5.14,33,0,8,0,0,0,35.0,38,21,20,3,14,0,22,1,0,1,159,75,4.28,1.486,9.8,0.8,3.6,5.7,1.57,Right,No
17,2015,,Josh Osich,26,2,0,1.0,2.2,35,0,6,0,0,0,28.2,24,12,7,4,8,0,27,0,0,2,120,177,3.9,1.116,7.5,1.3,2.5,8.5,3.38,Left,No
18,2015,,Mike Broadway,28,0,2,0.0,5.19,21,0,5,0,0,0,17.1,20,10,10,1,7,1,13,1,1,0,77,76,3.77,1.558,10.4,0.5,3.6,6.8,1.86,Right,No
19,2015,,Cody Hall,27,0,0,0.0,6.48,7,0,1,0,0,0,8.1,10,6,6,1,4,0,7,1,0,0,41,62,4.81,1.68,10.8,1.1,4.3,7.6,1.75,Right,No
20,2015,,Cory Gearrin,29,0,0,0.0,4.91,7,0,0,0,0,0,3.2,1,2,2,0,1,0,5,0,0,0,13,87,1.22,0.545,2.5,0.0,2.5,12.3,5.0,Right,No
21,2015,,Brett Bochy,27,0,0,0.0,0.0,4,0,1,0,0,0,3.0,1,0,0,0,1,0,3,1,0,1,12,0,3.13,0.667,3.0,0.0,3.0,9.0,3.0,Right,No
1,2014,SP,Madison Bumgarner,24,18,10,0.643,2.98,33,33,0,4,2,0,217.1,194,81,72,21,43,3,219,6,1,4,873,116,3.05,1.09,8.0,0.9,1.8,9.1,5.09,Left,No
2,2014,SP,Tim Hudson,38,9,13,0.409,3.57,31,31,0,1,0,0,189.1,199,86,75,15,34,3,120,7,0,2,789,97,3.54,1.231,9.5,0.7,1.6,5.7,3.53,Right,No
3,2014,SP,Ryan Vogelsong,36,8,13,0.381,4.0,32,32,0,1,0,0,184.2,178,86,82,18,58,2,151,9,0,2,780,86,3.85,1.278,8.7,0.9,2.8,7.4,2.6,Right,No
4,2014,SP,Tim Lincecum,30,12,9,0.571,4.74,33,26,3,1,1,1,155.2,154,86,82,19,63,0,134,5,1,15,673,73,4.31,1.394,8.9,1.1,3.6,7.7,2.13,Right,No
5,2014,SP,Matt Cain,29,2,7,0.222,4.18,15,15,0,0,0,0,90.1,81,47,42,13,32,2,70,2,0,2,374,83,4.58,1.251,8.1,1.3,3.2,7.0,2.19,Right,No
6,2014,SP,Jake Peavy,33,6,4,0.6,2.17,12,12,0,0,0,0,78.2,65,24,19,3,17,1,58,6,1,3,314,159,3.03,1.042,7.4,0.3,1.9,6.6,3.41,Right,No
7,2014,CL,Sergio Romo,31,6,4,0.6,3.72,64,0,35,0,0,23,58.0,43,24,24,9,12,2,59,4,0,2,230,93,3.94,0.948,6.7,1.4,1.9,9.2,4.92,Right,No
8,2014,RP,Jean Machi,32,7,1,0.875,2.58,71,0,13,0,0,2,66.1,45,19,19,5,18,3,51,1,1,5,249,134,3.43,0.95,6.1,0.7,2.4,6.9,2.83,Right,No
9,2014,RP,J.C. Gutiérrez,30,1,2,0.333,3.96,61,0,14,0,0,0,63.2,60,30,28,7,16,2,44,2,0,1,268,88,4.03,1.194,8.5,1.0,2.3,6.2,2.75,Right,No
10,2014,RP,Jeremy Affeldt,35,4,2,0.667,2.28,62,0,9,0,0,0,55.1,47,14,14,1,14,1,41,4,1,4,225,152,2.86,1.102,7.6,0.2,2.3,6.7,2.93,Left,No
11,2014,RP,Javier López,36,1,1,0.5,3.11,65,0,14,0,0,0,37.2,31,14,13,2,19,6,22,2,0,1,167,112,4.33,1.327,7.4,0.5,4.5,5.3,1.16,Left,No
12,2014,,Yusmeiro Petit,29,5,5,0.5,3.69,39,12,14,1,0,0,117.0,97,51,48,12,22,5,133,1,0,0,461,94,2.78,1.017,7.5,0.9,1.7,10.2,6.05,Right,No
13,2014,,Santiago Casilla,33,3,3,0.5,1.7,54,0,31,0,0,19,58.1,35,13,11,3,15,2,45,3,1,3,218,204,3.18,0.857,5.4,0.5,2.3,6.9,3.0,Right,No
14,2014,,George Kontos,29,4,0,1.0,2.78,24,0,7,0,0,0,32.1,24,10,10,1,11,3,27,0,0,1,125,125,2.88,1.082,6.7,0.3,3.1,7.5,2.45,Right,No
15,2014,,David Huff,29,1,0,1.0,6.3,16,0,3,0,0,0,20.0,27,15,14,2,6,0,11,1,0,0,92,56,4.38,1.65,12.2,0.9,2.7,5.0,1.83,Left,No
16,2014,,Hunter Strickland,25,1,0,1.0,0.0,9,0,5,0,0,1,7.0,5,0,0,0,0,0,9,0,0,0,25,0,0.56,0.714,6.4,0.0,0.0,11.6,0.0,Right,No
17,2014,,Erik Cordier,28,0,0,0.0,1.5,7,0,2,0,0,0,6.0,5,4,1,0,2,0,9,3,0,1,28,247,2.63,1.167,7.5,0.0,3.0,13.5,4.5,Right,No
18,2014,,Chris Heston,26,0,0,0.0,5.06,3,1,2,0,0,0,5.1,6,3,3,0,3,0,4,0,0,1,24,74,3.32,1.688,10.1,0.0,5.1,6.8,1.33,Right,No
19,2014,,Brett Bochy,26,0,0,0.0,5.4,3,0,2,0,0,0,3.1,1,2,2,1,2,0,3,1,0,0,14,72,7.93,0.9,2.7,2.7,5.4,8.1,1.5,Right,No
20,2014,,Mike Kickham,25,0,0,0.0,22.5,2,0,0,0,0,0,2.0,8,5,5,1,1,0,1,0,0,0,16,19,10.13,4.5,36.0,4.5,4.5,4.5,1.0,Left,No
21,2014,,Jake Dunning,25,0,0,0.0,0.0,1,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,2,2,0,7.63,1.5,0.0,0.0,13.5,0.0,0.0,Right,No
1,2013,SP,Madison Bumgarner,23,13,9,0.591,2.77,31,31,0,0,0,0,201.1,146,68,62,15,62,6,199,6,0,6,803,124,3.05,1.033,6.5,0.7,2.8,8.9,3.21,Left,No
